"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"14",2002-10-14,0.00119378302190722,55803,10,288,2002.78424657534,1834,2003,14,-6.73062800422128,0.00176521159333579,NA,2.24635464320009,0.026198307162459,9.45774441269916,0.975498742548124,9.27509007704169,8.41560896024549
"15",2002-10-15,0.00119378302190722,55804,10,289,2002.78698630137,1834,2003,15,-6.73062800422128,0.00176521159333579,NA,2.24497393340624,0.0262013361529068,9.44466910475652,0.974150117981853,9.2062731737176,12.9261481520086
"16",2002-10-16,0.00119378302190722,55805,10,290,2002.7897260274,1834,2003,16,-6.73062800422128,0.00176521159333579,NA,2.24359322361228,0.0262043651433548,9.4315937968128,0.972801493415471,9.22693298516354,12.4258033314025
"17",2002-10-17,0.00119378302190722,55806,10,291,2002.79246575342,1834,2003,17,-6.73062800422128,0.00162235445047864,NA,2.24221251381844,0.0262073941338026,9.41851848887016,0.9714528688492,9.21579654586209,16.0372029244975
"18",2002-10-18,0.00119378302190722,55807,10,292,2002.79520547945,1834,2003,18,-6.73062800422128,0.0014794973076215,NA,2.24083180402459,0.0262104231242503,9.40544318092752,0.97010424428293,9.18407809201075,25.3091157403415
"19",2002-10-19,0.00119378302190722,55808,10,293,2002.79794520548,1834,2003,19,-6.73062800422128,0.00133664016476436,NA,2.23945109423075,0.0262134521146981,9.39236787298488,0.968755619716659,9.15780910083612,25.1758101206495
"20",2002-10-20,0.00119378302190722,55809,10,294,2002.80068493151,1834,2003,20,-6.73062800422128,0.00119378302190722,NA,2.23807038443691,0.0262164811051459,9.37929256504225,0.967406995150389,9.13536841604972,24.4566535376134
"21",2002-10-21,0.00219378302190722,55810,10,295,2002.80342465753,1834,2003,21,-6.12212781814215,0.00133664016476436,NA,2.22881245833815,0.0241609537168139,9.29219526389768,1.76126920181442,9.10017246165989,37.78272076052
"22",2002-10-22,0.00219378302190722,55811,10,296,2002.80616438356,1834,2003,22,-6.12212781814215,0.0014794973076215,NA,2.22744123337638,0.0241649382570187,9.27931000000394,1.75882689213314,9.1082566802992,57.607355140118
"23",2002-10-23,0.00119378302190722,55812,10,297,2002.80890410959,1834,2003,23,-6.73062800422128,0.0014794973076215,NA,2.23392825505526,0.0262255680764894,9.34006664121325,0.963361121451466,9.0842520148306,35.9601091209578
"24",2002-10-24,0.00219378302190722,55813,10,298,2002.81164383562,1834,2003,24,-6.12212781814215,0.00162235445047864,NA,2.22469878345307,0.0241729073374278,9.25353947221858,1.753942272771,9.05053092868122,28.3394948136034
"25",2002-10-25,0.00219378302190722,55814,10,299,2002.81438356164,1834,2003,25,-6.12212781814215,0.00176521159333579,NA,2.22313771064632,0.0241779476455579,9.23923092484768,1.75123018987871,9.04669916257059,24.023102887817
"26",2002-10-26,0.00219378302190722,55815,10,300,2002.81712328767,1834,2003,26,-6.12212781814215,0.00190806873619293,NA,2.22149034336452,0.0241834678481998,9.22427543044122,1.74839548279949,9.03688447415557,22.7263519288541
"27",2002-10-27,0.00219378302190722,55816,10,301,2002.8198630137,1834,2003,27,-6.12212781814215,0.00205092587905007,NA,2.21984297608272,0.0241889880508416,9.20931993603476,1.74556077572028,9.03842498653638,23.3628614260144
"28",2002-10-28,0.00219378302190722,55817,10,302,2002.82260273973,1834,2003,28,-6.12212781814215,0.00205092587905007,NA,2.21819560880079,0.0241945082534839,9.19436444162707,1.74272606864083,8.99124617026932,26.8777365065362
"29",2002-10-29,0.00219378302190722,55818,10,303,2002.82534246575,1834,2003,29,-6.12212781814215,0.00205092587905007,NA,2.21654824151899,0.0242000284561258,9.17940894722061,1.73989136156162,8.97563175133915,28.1233034151114
"30",2002-10-30,0.00319378302190722,55819,10,304,2002.82808219178,1834,2003,30,-5.74654916452529,0.00233664016476436,0.00182711635524055,2.21076384488481,0.0238923187197371,9.12643147774631,2.51837354052511,8.97207861995665,24.5405038811512
"31",2002-10-31,0.00319378302190722,55820,10,305,2002.83082191781,1834,2003,31,-5.74654916452529,0.0024794973076215,0.00186044968857388,2.20919772578263,0.0238983441985393,9.11226603949909,2.51446468907986,8.92215369717792,28.860311731699
"32",2002-11-01,0.00219378302190722,55821,11,306,2002.83356164384,1835,2003,32,-6.12212781814215,0.0024794973076215,0.00189378302190722,2.2116061396736,0.0242165890640513,9.13454246400125,1.73138724032398,8.93015634919548,25.8058712565041
"33",2002-11-02,0.00219378302190722,55822,11,307,2002.83630136986,1835,2003,33,-6.12212781814215,0.0024794973076215,0.00186044968857388,2.20995877239167,0.0242221092666936,9.11958696959355,1.72855253324453,8.92138739923509,25.0025261170937
"34",2002-11-03,0.00219378302190722,55823,11,308,2002.83904109589,1835,2003,34,-6.12212781814215,0.0024794973076215,0.00186044968857388,2.20831140510988,0.0242276294693354,9.10463147518709,1.72571782616532,8.9002521248501,26.2712822678491
"35",2002-11-04,0.00119378302190722,55824,11,309,2002.84178082192,1835,2003,35,-6.73062800422128,0.00233664016476436,0.00182711635524055,2.21499120923264,0.0262690011670815,9.16619022613994,0.945427011915259,8.89668435822894,25.5386927244478
"36",2002-11-05,0.00119378302190722,55825,11,310,2002.84452054795,1835,2003,36,-6.73062800422128,0.00219378302190722,0.00182711635524055,2.2133888827561,0.0262726931007076,9.15152682745959,0.943914587139332,8.85095648338871,34.6692561043701
"37",2002-11-06,0.00119378302190722,55826,11,311,2002.84726027397,1835,2003,37,-6.73062800422128,0.00190806873619293,0.00182711635524055,2.21178655627957,0.0262763850343337,9.13686342877925,0.942402162363404,8.85377930468474,35.1091228776774
"38",2002-11-07,0.00319378302190722,55827,11,312,2002.85,1835,2003,38,-5.74654916452529,0.00190806873619293,0.00189378302190722,2.19823489206722,0.0239405225501553,9.01310797176737,2.4871027289628,8.82163632209502,46.0982454194743
"39",2002-11-08,0.0201937830219072,55828,11,313,2002.85273972603,1835,2003,39,-3.90238049313896,0.0044794973076215,0.00252711635524055,2.19197527867183,0.025783104905295,8.9563678964104,15.6265588769317,8.81301827516839,40.5847213706032
"40",2002-11-09,0.0351937830219072,55829,11,314,2002.85547945205,1835,2003,40,-3.34688583067282,0.00919378302190722,0.00362711635524055,2.18003176340604,0.0277054876807663,8.85021736051312,26.9112351872979,8.79742197291272,38.5294640391407
"41",2002-11-10,0.0451937830219072,55830,11,315,2002.85821917808,1835,2003,41,-3.09679574536708,0.0153366401647644,0.00506044968857389,2.17190662569717,0.0289325094832053,8.77933112027619,34.2810304468335,8.77927659335299,44.1105251406667
"42",2002-11-11,0.0261937830219072,55831,11,316,2002.86095890411,1835,2003,42,-3.64223318561281,0.0189080687361929,0.00586044968857389,2.18460350889679,0.0267318760700211,8.89073866381391,20.1210116657261,8.76455126887596,48.1472068624273
"43",2002-11-12,0.0121937830219072,55832,11,317,2002.86369863014,1835,2003,43,-4.40682904549547,0.0204794973076215,0.00619378302190722,2.18963067237715,0.0243434454825844,8.93499811233768,9.41340340365088,8.72276643758229,55.2021351988998
"44",2002-11-13,0.00919378302190722,55833,11,318,2002.86643835616,1835,2003,44,-4.68922778184317,0.0216223544504786,0.00646044968857389,2.18697027725157,0.0235372846798743,8.91109714592488,7.07846633108093,8.6934231143521,89.1051370707956
"45",2002-11-14,0.00919378302190722,55834,11,319,2002.86917808219,1835,2003,45,-4.68922778184317,0.0224794973076215,0.00672711635524056,2.18572831021743,0.0235364132497145,8.89991575511598,7.06958447320424,8.6759619060942,93.5334051957826
"46",2002-11-15,0.00719378302190722,55835,11,320,2002.87191780822,1835,2003,46,-4.93453809514393,0.0206223544504786,0.00692711635524056,2.18381584398865,0.0233119019449329,8.88274006938698,5.52100360600837,8.67205893156249,87.3862182825384
"47",2002-11-16,0.0171937830219072,55836,11,321,2002.87465753425,1835,2003,47,-4.06320741271702,0.0180509258790501,0.00746044968857389,2.18789725036291,0.0254008397617926,8.91933509292895,13.2500545016403,8.65171332093241,113.973624689799
"48",2002-11-17,0.0271937830219072,55837,11,322,2002.87739726027,1835,2003,48,-3.60476689717629,0.0154794973076215,0.00832711635524055,2.17993346225819,0.0269558176861649,8.84914580190287,20.7914472748369,8.61261055424391,139.110566280589
"49",2002-11-18,0.0141937830219072,55838,11,323,2002.8801369863,1835,2003,49,-4.2549512256027,0.0137652115933358,0.00876044968857388,2.18458364552894,0.0248033843493152,8.88988777412727,10.9020503365979,8.61521038617589,141.917794112788
"50",2002-11-19,0.0131937830219072,55839,11,324,2002.88287671233,1835,2003,50,-4.32800954352608,0.0139080687361929,0.00916044968857388,2.18295883054171,0.0245752352468728,8.87551848283204,10.1175838619973,8.59371341227636,151.265148969681
"51",2002-11-20,0.0121937830219072,55840,11,325,2002.88561643836,1835,2003,51,-4.40682904549547,0.0143366401647644,0.00949378302190721,2.18118291746759,0.0243335835317235,8.8598368732197,9.33421781734853,8.58905338970916,200.120525336497
"52",2002-11-21,0.0101937830219072,55841,11,326,2002.88835616438,1835,2003,52,-4.58597725217337,0.0144794973076215,0.00976044968857388,2.17823968377493,0.0238066322446787,8.83384368243317,7.78034468864185,8.57101536222019,194.985274350844
"53",2002-11-22,0.0101937830219072,55842,11,327,2002.89109589041,1835,2003,53,-4.58597725217337,0.0149080687361929,0.0100604496885739,2.17708591404759,0.0237992195262553,8.82373643545577,7.77144280310206,8.54181738358612,198.749711748884
"54",2002-11-23,0.00919378302190722,55843,11,328,2002.89383561644,1835,2003,54,-4.68922778184317,0.0137652115933358,0.0102937830219072,2.17470248374762,0.0234991696922136,8.80277448157524,6.99242099682683,8.54834715001154,170.871494835929
"55",2002-11-24,0.00919378302190722,55844,11,329,2002.89657534247,1835,2003,55,-4.68922778184317,0.0111937830219072,0.0105271163552405,2.17348260788982,0.0234940217986266,8.79210090803736,6.98394251997005,8.54463493311277,166.224134267817
"56",2002-11-25,0.00819378302190722,55845,11,330,2002.89931506849,1835,2003,56,-4.80437958032678,0.0103366401647644,0.0107271163552405,2.17076377197413,0.0231741721324973,8.76823446472418,6.20740892354331,8.53220146180651,161.985794634277
"57",2002-11-26,0.00819378302190722,55846,11,331,2002.90205479452,1835,2003,57,-4.80437958032678,0.00962235445047865,0.0109271163552405,2.16947084377838,0.0231715406667129,8.75693504070756,6.19940957706668,8.53282626862594,144.413830828056
"58",2002-11-27,0.00719378302190722,55847,11,332,2002.90479452055,1835,2003,58,-4.93453809514393,0.00890806873619293,0.0110937830219072,2.16787939962953,0.0233036664518635,8.74310682021321,5.4342155579303,8.51963200302626,139.294089122238
"59",2002-11-28,0.00719378302190722,55848,11,333,2002.90753424658,1835,2003,59,-4.93453809514393,0.0084794973076215,0.0112604496885739,2.16655340617062,0.0233031844834717,8.73152291581781,5.42701566494242,8.52306971288565,155.295618441208
"60",2002-11-29,0.00619378302190722,55849,11,334,2002.9102739726,1835,2003,60,-5.08420922841164,0.00790806873619293,0.0113604496885739,2.16480810052229,0.0234626052760646,8.71637685617929,4.66450677944769,8.49520766898228,189.246563112799
"61",2002-11-30,0.00619378302190722,55850,11,335,2002.91301369863,1835,2003,61,-5.08420922841164,0.0074794973076215,0.0114604496885739,2.1634440848455,0.0234645950453932,8.7044658237374,4.65813267556346,8.49964151587473,166.697990836901
"62",2002-12-01,0.00519378302190722,55851,12,336,2002.91575342466,1836,2003,62,-5.26029294137212,0.00690806873619293,0.0115604496885739,2.1614972965798,0.0236605215929349,8.68759430661577,3.89849585566339,8.49845655886901,169.272862069102
"63",2002-12-02,0.00519378302190722,55852,12,337,2002.91849315068,1836,2003,63,-5.26029294137212,0.0064794973076215,0.0116604496885739,2.16008854887518,0.0236654192894355,8.67529841759013,3.89297816334071,8.46471791148825,197.610746309341
"64",2002-12-03,0.00419378302190722,55853,12,338,2002.92123287671,1836,2003,64,-5.47415208319905,0.00590806873619293,0.0117271163552405,2.15786334887367,0.0239129227662097,8.65604302519362,3.13645532624254,8.46355295042522,208.354910725232
"65",2002-12-04,0.00519378302190722,55854,12,339,2002.92397260274,1836,2003,65,-5.26029294137212,0.00562235445047865,0.0118604496885739,2.15727105346593,0.0236752146824366,8.65070663953884,3.88194277869535,8.42417101615615,272.792182144152
"66",2002-12-05,0.00519378302190722,55855,12,340,2002.92671232877,1836,2003,66,-5.26029294137212,0.00533664016476436,0.0119937830219072,2.1558623057613,0.0236801123789372,8.6384107505132,3.87642508637267,8.41590008722463,267.595406380181
"67",2002-12-06,0.00519378302190722,55856,12,341,2002.92945205479,1836,2003,67,-5.26029294137212,0.00519378302190722,0.0121271163552405,2.15445355805667,0.0236850100754377,8.62611486148756,3.87090739404999,8.44294151986613,202.413419749968
"68",2002-12-07,0.00419378302190722,55857,12,342,2002.93219178082,1836,2003,68,-5.47415208319905,0.00490806873619293,0.0121604496885739,2.15201104430299,0.0239466406239112,8.60498978796286,3.11795655060473,8.42936393409726,207.128942393606
"69",2002-12-08,0.00419378302190722,55858,12,343,2002.93493150685,1836,2003,69,-5.47415208319905,0.00476521159333579,0.0116271163552405,2.15054796816035,0.0239550700883364,8.59222647865543,3.11333185669537,8.40750275003853,208.360977451784
"70",2002-12-09,0.00419378302190722,55859,12,344,2002.93767123288,1836,2003,70,-5.47415208319905,0.00462235445047865,0.0105937830219072,2.14912024876053,0.0239635952050205,8.57978472748438,3.10882367707858,8.39846291423088,235.735525556676
"71",2002-12-10,0.0131937830219072,55860,12,345,2002.9404109589,1836,2003,71,-4.32800954352608,0.00590806873619293,0.00952711635524055,2.16249786750988,0.0243067127512378,8.69573599785004,9.9126421031308,8.3992870603524,265.771499773036
"72",2002-12-11,0.0351937830219072,55861,12,346,2002.94315068493,1836,2003,72,-3.34688583067282,0.0101937830219072,0.00982711635524055,2.16332523639357,0.0280914844365396,8.70348420060126,26.4650573799842,8.39848418509147,260.177093708323
"73",2002-12-12,0.0251937830219072,55862,12,347,2002.94589041096,1836,2003,73,-3.68115802038143,0.0130509258790501,0.0102604496885739,2.16514076478984,0.0266198598537451,8.71902810443496,18.9790821122439,8.38406052048575,280.693096865435
"74",2002-12-13,0.0441937830219072,55863,12,348,2002.94863013699,1836,2003,74,-3.11917115540437,0.0186223544504786,0.0114271163552405,2.15793215068627,0.0290767405179649,8.65721332964343,33.0562086449436,8.33042183166411,388.667341785196
"75",2002-12-14,0.0631937830219072,55864,12,349,2002.95136986301,1836,2003,75,-2.76154935257449,0.0270509258790501,0.0132271163552405,2.14813858012128,0.0304936659578688,8.57327639711303,46.8095991920063,8.3348807516425,371.180011189356
"76",2002-12-15,0.0781937830219072,55865,12,350,2002.95410958904,1836,2003,76,-2.54856513558987,0.0376223544504786,0.0155937830219072,2.14230117857987,0.0313051139606053,8.52325721766534,57.5826386847576,8.36605029263715,273.41314132532
"77",2002-12-16,0.122193783021907,55866,12,351,2002.95684931507,1836,2003,77,-2.10214710897332,0.0544794973076215,0.0190937830219072,2.13208226782603,0.0321987642500113,8.43709421396974,89.0749837195667,8.38922337142525,207.569356050237
"78",2002-12-17,0.0971937830219072,55867,12,352,2002.9595890411,1836,2003,78,-2.33104853024128,0.0664794973076215,0.0214271163552405,2.13704379717275,0.0317229971269301,8.47885989633976,71.201589324883,8.3877042772813,214.546341084457
"79",2002-12-18,0.0751937830219072,55868,12,353,2002.96232876712,1836,2003,79,-2.58768672402493,0.0721937830219072,0.0234604496885739,2.14288505118046,0.0310891211811697,8.52825693964094,55.4058923219512,8.34401897257544,263.760510656425
"80",2002-12-19,0.0611937830219072,55869,12,354,2002.96506849315,1836,2003,80,-2.79370967923328,0.0773366401647644,0.0250604496885739,2.14807504932562,0.0303274672019024,8.5726959104136,45.325067914481,8.36768029566577,216.738260604179
"81",2002-12-20,0.0601937830219072,55870,12,355,2002.96780821918,1836,2003,81,-2.81018620406163,0.0796223544504786,0.0266604496885739,2.14831503408655,0.0302613839963888,8.57474195731789,44.5950279516359,8.35260385282676,237.486410897176
"82",2002-12-21,0.0831937830219072,55871,12,356,2002.97054794521,1836,2003,82,-2.48658265724128,0.0824794973076215,0.0290937830219072,2.13995293035657,0.0313148104755166,8.50327807294562,61.12107685229,8.29759269567908,310.732876066301
"83",2002-12-22,0.0781937830219072,55872,12,357,2002.97328767123,1836,2003,83,-2.54856513558987,0.0824794973076215,0.0313604496885739,2.14128219658422,0.031135056105113,8.51452936944598,57.5236738409572,8.29844097686827,311.913271537307
"84",2002-12-23,0.0801937830219072,55873,12,358,2002.97602739726,1836,2003,84,-2.52330928554446,0.0764794973076215,0.0337271163552406,2.14050195785777,0.0311924270328853,8.50785674469104,58.9487516149153,8.31472678789926,282.705090422202
"85",2002-12-24,0.0751937830219072,55874,12,359,2002.97876712329,1836,2003,85,-2.58768672402493,0.0733366401647643,0.0359271163552406,2.14197426710098,0.0309589584847983,8.52044829080151,55.3551615384113,8.31231687302536,287.090298713539
"86",2002-12-25,0.0701937830219072,55875,12,360,2002.98150684932,1836,2003,86,-2.65649553281362,0.0726223544504786,0.0379937830219072,2.14354082564924,0.0307175683186898,8.53384725137154,51.755589127141,8.32426326331282,254.906631890004
"87",2002-12-26,0.123193783021907,55876,12,361,2002.98424657534,1836,2003,87,-2.09399669164051,0.0814794973076215,0.0418271163552406,2.13020014861694,0.0319249390253636,8.42116997169522,89.634451934905,8.32523957378729,241.396245102168
"88",2002-12-27,0.388193783021907,55877,12,362,2002.98698630137,1836,2003,88,-0.946250623259786,0.128336640164764,0.0545271163552406,2.10727492237445,0.0354671608271498,8.23109976509268,276.070615739314,8.30601511122094,245.325455989203
"89",2002-12-28,0.460193783021907,55878,12,363,2002.9897260274,1836,2003,89,-0.776107610768283,0.182193783021907,0.0696271163552405,2.10344352985443,0.0360651794549602,8.199949794764,326.036095197882,8.24039717452531,331.176174952296
"90",2002-12-29,0.422193783021907,55879,12,364,2002.99246575342,1836,2003,90,-0.862290868873143,0.231336640164764,0.0834937830219072,2.10473721224361,0.0357285533139761,8.21038971033543,299.494842499353,8.21453572013242,369.513509002925
"91",2002-12-30,0.547193783021907,55880,12,365,2002.99520547945,1836,2003,91,-0.602952274174911,0.29805092587905,0.101527116355241,2.09885076267893,0.0366740445488217,8.16259086555508,385.907239438544,8.16520815763372,437.339872064422
"92",2002-12-31,0.882193783021907,55881,12,366,2002.99794520548,1836,2003,92,-0.125343538466137,0.413336640164764,0.130760449688574,2.08509531776601,0.0384760188792241,8.05200532782369,613.736269148045,8.18426768900719,401.409831072258
"93",2003-01-01,0.664193783021907,55882,1,1,2003.00068493151,1837,2003,93,-0.409181330182804,0.498193783021907,0.152727116355241,2.0935953615764,0.037383657923977,8.11989976070097,465.971351600332,8.20511785433288,374.634234622619
"94",2003-01-02,0.684193783021907,55883,1,2,2003.00342465753,1837,2003,94,-0.379514092972304,0.578336640164764,0.175393783021907,2.09265066693824,0.0374834819760748,8.112246111376,479.55009793655,8.20952246054849,362.995348139484
"95",2003-01-03,1.15019378302191,55884,1,3,2003.00616438356,1837,2003,95,0.139930435155024,0.687193783021907,0.213560449688574,2.07158787553505,0.0395333894841074,7.94485653464295,789.533964847926,8.2441385414095,316.24356173082
"96",2003-01-04,1.13719378302191,55885,1,4,2003.00890410959,1837,2003,96,0.128563633862693,0.783908068736193,0.251293783021907,2.07179204024165,0.0394893404019934,7.94647203897655,780.769031012486,8.26948105678231,268.126820873194
"97",2003-01-05,0.964193783021907,55886,1,5,2003.01164383562,1837,2003,97,-0.0364629848410817,0.861336640164764,0.283260449688574,2.07907692732934,0.0388166817649589,8.0041210556032,666.794052895739,8.29377897703215,230.889857309004
"98",2003-01-06,0.667193783021907,55887,1,6,2003.01438356164,1837,2003,98,-0.404674745993742,0.878479497307621,0.305360449688574,2.0920253176444,0.0373351510037081,8.10718749752036,467.343224306368,8.30372596526592,216.226017573817
"99",2003-01-07,0.482193783021907,55888,1,7,2003.01712328767,1837,2003,99,-0.72940920626321,0.821336640164764,0.321293783021907,2.09911315824041,0.036059486597396,8.16454990791835,340.147745864955,8.30692075075109,204.909900214749
"100",2003-01-08,0.400193783021907,55889,1,8,2003.0198630137,1837,2003,100,-0.915806391631061,0.783622354450479,0.334493783021907,2.10313677786628,0.035313643890366,8.19708894477899,283.428636587553,8.287548015325,221.457769451687
"101",2003-01-09,0.329193783021907,55890,1,9,2003.02260273973,1837,2003,101,-1.11110869546719,0.732908068736193,0.345027116355241,2.10716413072442,0.0345538638679812,8.22993518878073,234.078638298034,8.27183187776664,241.188538902353
"102",2003-01-10,0.271193783021907,55891,1,10,2003.02534246575,1837,2003,102,-1.30492164713917,0.607336640164764,0.352893783021907,2.11098383928987,0.0338203205055864,8.26134671172379,193.572794961328,8.21329560642561,331.224788607613
"103",2003-01-11,0.230193783021907,55892,1,11,2003.02808219178,1837,2003,103,-1.46883378991436,0.477765211593336,0.359727116355241,2.11422652426143,0.0331951556418781,8.28800450971555,164.837990459006,8.20615088117265,335.870886718549
"104",2003-01-12,0.248193783021907,55893,1,12,2003.03082191781,1837,2003,104,-1.39354545478519,0.375479497307621,0.36652711635524,2.11250635385921,0.0334475392022316,8.27384662629029,177.423894229424,8.22816136977429,290.689313460441
"105",2003-01-13,0.283193783021907,55894,1,13,2003.03356164384,1837,2003,105,-1.26162387000979,0.320622354450479,0.373860449688574,2.1095783851413,0.0339086884616098,8.24976169089218,201.854697604384,8.21792609160319,294.486312843148
"106",2003-01-14,0.299193783021907,55895,1,14,2003.03630136986,1837,2003,106,-1.20666381176779,0.294479497307621,0.38122711635524,2.10824667803755,0.0340875065716857,8.23880487990662,212.97593084532,8.21323985629251,309.21744699558
"107",2003-01-15,0.297193783021907,55896,1,15,2003.03904109589,1837,2003,107,-1.21337088485697,0.279765211593336,0.387060449688574,2.10821279394577,0.0340395295810871,8.23851821488437,211.544904508679,8.22199328255627,293.441816520451
"108",2003-01-16,0.276193783021907,55897,1,16,2003.04178082192,1837,2003,108,-1.28665254723237,0.272193783021907,0.393027116355241,2.10960288304362,0.0337460139443491,8.24993461075348,196.869368145085,8.18663239075059,347.907494637035
"109",2003-01-17,0.249193783021907,55898,1,17,2003.04452054795,1837,2003,109,-1.38952444012519,0.26905092587905,0.398827116355241,2.11164547446884,0.033342768780666,8.26671008752881,177.985102451616,8.16956381062315,371.591583893064
"110",2003-01-18,0.222193783021907,55899,1,18,2003.04726027397,1837,2003,110,-1.50420538136737,0.267908068736193,0.404193783021907,2.11396678192626,0.0328951754260867,8.28577145446368,159.066452567999,8.13923111736828,388.019418084896
"111",2003-01-19,0.199193783021907,55900,1,19,2003.05,1837,2003,111,-1.61347714404805,0.260908068736193,0.40882711635524,2.1161970536044,0.0324667823413783,8.3040801384593,142.916066262443,8.09454424542498,455.934232742222
"112",2003-01-20,0.180193783021907,55901,1,20,2003.05273972603,1837,2003,112,-1.71372243483642,0.246193783021907,0.412060449688574,2.11825546875484,0.0320710356109276,8.32097253543791,129.54708169188,8.10874335528704,428.424400792053
"113",2003-01-21,0.159193783021907,55902,1,21,2003.05547945205,1837,2003,113,-1.83763305770431,0.226193783021907,0.414760449688574,2.12113354151651,0.0317138934812946,8.3449226955915,114.778927837721,8.15236733620434,357.638420890663
"114",2003-01-22,0.153193783021907,55903,1,22,2003.05821917808,1837,2003,114,-1.87605160329602,0.205622354450479,0.417193783021907,2.12202579203003,0.031613666354625,8.35240795848511,110.551994424226,8.18436010179503,298.89509405622
"115",2003-01-23,0.145193783021907,55904,1,23,2003.06095890411,1837,2003,115,-1.92968599416163,0.186908068736193,0.419527116355241,2.12332339304995,0.0314834406985643,8.36329343596016,104.915365559079,8.19898734675629,279.300740311625
"116",2003-01-24,0.160193783021907,55905,1,24,2003.06369863014,1837,2003,116,-1.83137105270449,0.174193783021907,0.42252711635524,2.12069326418649,0.0316507140616107,8.34122289488685,115.448721168459,8.18594051185154,309.494693464819
"117",2003-01-25,0.201193783021907,55906,1,25,2003.06643835616,1837,2003,117,-1.60348674072745,0.171193783021907,0.425127116355241,2.11532793377711,0.0323602209985081,8.29684983553124,144.225325921699,8.17376010370604,334.692900801881
"118",2003-01-26,0.504193783021907,55907,1,26,2003.06917808219,1837,2003,118,-0.684794594685323,0.214765211593336,0.428993783021907,2.09383175843547,0.0359024280356702,8.12155885276035,353.794131245517,8.18688745765964,315.700547219786
"119",2003-01-27,0.899193783021907,55908,1,27,2003.07191780822,1837,2003,119,-0.106256713765736,0.317479497307621,0.443627116355241,2.07629958612838,0.0383836662488552,7.98149591730142,620.085154295707,8.20219066166067,293.256996082421
"120",2003-01-28,0.638193783021907,55909,1,28,2003.07465753425,1837,2003,120,-0.449113306611473,0.385908068736193,0.45082711635524,2.08776476670395,0.036856668561571,8.07264179992515,445.125007521361,8.21069017035493,283.000238419268
"121",2003-01-29,0.551193783021907,55910,1,29,2003.07739726027,1837,2003,121,-0.595668838334128,0.442765211593336,0.450960449688574,2.09142457428502,0.0362269535332133,8.10213389333097,385.849079816986,8.19604302491497,308.436178624239
