"","site.name","Date","Q","LTER","remarks","Si"
"95","ALBION",1986-07-10,53709,"NWT",NA,0.5514587925
"96","ALBION",1986-07-17,49696,"NWT",NA,0.5748259285
"97","ALBION",1986-07-24,39311,"NWT",NA,0.439313391
"98","ALBION",1986-07-31,22272,"NWT",NA,0.3411545685
"99","ALBION",1986-08-07,9254,"NWT",NA,0.542106321
"100","ALBION",1986-08-14,3626,"NWT",NA,0.6869994155
"101","ALBION",1986-08-21,4911,"NWT",NA,0.448637777
"102","ALBION",1986-08-28,8290,"NWT",NA,0.191599281
"103","ALBION",1986-09-04,7375,"NWT",NA,0.238333553
"104","ALBION",1986-09-11,3839,"NWT",NA,0.23367136
"105","ALBION",1986-09-18,4777,"NWT",NA,0.088806351
"106","ALBION",1986-09-25,3646,"NWT",NA,0.392579119
"107","ALBION",1986-10-02,2263.3119266055,"NWT",NA,0.845879089
"108","ALBION",1986-10-16,2337.67889908257,"NWT",NA,1.046858927
"109","ALBION",1986-10-30,2412.04587155963,"NWT",NA,1.289854673
"110","ALBION",1986-11-28,2566.09174311927,"NWT",NA,0.588840593
"111","ALBION",1986-12-30,2736.07339449541,"NWT",NA,0.883288975
"112","ALBION",1987-01-08,2783.88073394495,"NWT",NA,0.602883343
"113","ALBION",1987-01-29,2895.43119266055,"NWT",NA,1.1309749995
"114","ALBION",1987-02-26,3044.16513761468,"NWT",NA,0.93468544
"115","ALBION",1987-03-26,3192.89908256881,"NWT",NA,0.841216896
"116","ALBION",1987-04-30,3378.81651376147,"NWT",NA,1.336588945
"117","ALBION",1987-05-07,3416,"NWT",NA,1.0889029205
"118","ALBION",1987-05-14,8488,"NWT",NA,0.472004913
"119","ALBION",1987-05-21,13105,"NWT",NA,0.2009517525
"120","ALBION",1987-05-28,4072,"NWT",NA,0.813187567
"121","ALBION",1987-06-04,12065,"NWT",NA,0.5841784
"122","ALBION",1987-06-11,28958,"NWT",NA,0.046734272
"123","ALBION",1987-06-18,14064,"NWT",NA,0.841216896
"124","ALBION",1987-06-25,9437,"NWT",NA,2.523650688
"125","ALBION",1987-07-09,4764,"NWT",NA,0.794482624
"126","ALBION",1987-07-23,4454,"NWT",NA,0.6636322795
"127","ALBION",1987-08-06,4253,"NWT",NA,0.7150287445
"128","ALBION",1987-08-20,3533.80442804428,"NWT",NA,0.799144817
"129","ALBION",1987-10-29,3029.85608856089,"NWT",NA,0.930023247
"130","ALBION",1988-05-17,10339,"NWT",NA,0.677646944
"131","ALBION",1988-05-26,16321,"NWT",NA,0.5841784
"132","ALBION",1988-06-02,12137,"NWT",NA,0.766453295
"133","ALBION",1988-06-16,38790,"NWT",NA,0.588840593
"134","ALBION",1988-06-30,30157,"NWT",NA,0.420608448
"135","ALBION",1988-07-14,12090,"NWT",NA,0.607545536
"136","ALBION",1988-07-28,7331,"NWT",NA,0.46734272
"137","ALBION",1988-08-11,4462,"NWT",NA,0.70101408
"138","ALBION",1988-09-08,1484,"NWT",NA,0.23367136
"139","ALBION",1988-09-22,3005,"NWT",NA,0.373874176
"140","ALBION",1988-10-06,3734.71365638767,"NWT",NA,0.93468544
"141","ALBION",1988-11-01,3740.8986784141,"NWT",NA,0.280405632
"142","ALBION",1988-12-01,3748.03524229075,"NWT",NA,0.70101408
"143","ALBION",1988-12-29,3754.69603524229,"NWT",NA,0.841216896
"144","ALBION",1989-01-26,3761.35682819383,"NWT",NA,0.6449273365
"145","ALBION",1989-03-02,3769.68281938326,"NWT",NA,0.8038350955
"146","ALBION",1989-03-30,3776.3436123348,"NWT",NA,0.8785986965
"147","ALBION",1989-04-27,3783.00440528634,"NWT",NA,0.981419712
"148","ALBION",1989-05-18,3788,"NWT",NA,1.032816177
"149","ALBION",1989-05-25,6605,"NWT",NA,0.989845362
"150","ALBION",1989-06-08,15776,"NWT",NA,0.953390383
"151","ALBION",1989-06-22,33564,"NWT",NA,0.6084723575
"152","ALBION",1989-07-06,35351,"NWT",NA,0.4051895085
"153","ALBION",1989-07-20,17102,"NWT",NA,0.446784134
"154","ALBION",1989-08-03,29966,"NWT",NA,0.271530614
"155","ALBION",1989-08-17,14250,"NWT",NA,0.366852801
"156","ALBION",1989-08-31,4922,"NWT",NA,0.4491152305
"157","ALBION",1989-09-14,6467,"NWT",NA,0.461276252
"158","ALBION",1989-09-28,4686,"NWT",NA,0.3467716685
"159","ALBION",1989-10-26,6694.10619469027,"NWT",NA,0.9089872075
"160","ALBION",1989-12-28,5044.95575221239,"NWT",NA,1.184702561
"161","ALBION",1990-02-07,3971.69911504425,"NWT",NA,1.124880446
"162","ALBION",1990-03-27,2715.20353982301,"NWT",NA,1.2038849575
"163","ALBION",1990-04-25,1956.07079646018,"NWT",NA,1.222561815
"164","ALBION",1990-05-10,1563.41592920354,"NWT",NA,1.1576000535
"165","ALBION",1990-05-18,1354,"NWT",NA,1.152460407
"166","ALBION",1990-05-29,3938,"NWT",NA,0.928618972
"167","ALBION",1990-05-31,7371,"NWT",NA,1.0099264945
"168","ALBION",1990-06-07,49380,"NWT",NA,0.7542922735
"169","ALBION",1990-06-21,88563,"NWT",NA,0.521547735
"170","ALBION",1990-07-05,74668,"NWT",NA,0.3906973905
"171","ALBION",1990-07-19,43279,"NWT",NA,0.465938445
"172","ALBION",1990-08-02,17499,"NWT",NA,0.4327694695
"173","ALBION",1990-08-16,6841,"NWT",NA,0.543061228
"174","ALBION",1990-08-30,5043,"NWT",NA,0.566428364
"175","ALBION",1990-09-13,4746,"NWT",NA,0.4388359375
"176","ALBION",1990-10-04,3178,"NWT",NA,0.5383709495
"177","ALBION",1990-11-01,2882.65753424658,"NWT",NA,0.680455494
"178","ALBION",1990-11-29,2786.76712328767,"NWT",NA,0.5626929925
"179","ALBION",1990-12-28,2687.45205479452,"NWT",NA,0.5879137715
"180","ALBION",1991-02-01,2567.58904109589,"NWT",NA,1.08747056
"181","ALBION",1991-03-01,2471.69863013699,"NWT",NA,1.042252905
"182","ALBION",1991-03-29,2375.80821917808,"NWT",NA,1.050116845
"183","ALBION",1991-05-03,2255.94520547945,"NWT",NA,1.25148988
"184","ALBION",1991-05-17,2208,"NWT",NA,1.746075535
"185","ALBION",1991-05-24,12699,"NWT",NA,1.954469945
"186","ALBION",1991-05-31,34621,"NWT",NA,1.612388555
"187","ALBION",1991-06-06,66103,"NWT",NA,1.575877405
"188","ALBION",1991-06-13,85605,"NWT",NA,1.531502315
"189","ALBION",1991-06-27,56951,"NWT",NA,1.011920565
"190","ALBION",1991-07-11,40436,"NWT",NA,0.654673005
"191","ALBION",1991-07-23,48404,"NWT",NA,0.602433975
"192","ALBION",1991-08-08,29491,"NWT",NA,0.554688625
"193","ALBION",1991-08-22,16520,"NWT",NA,0.591199775
"194","ALBION",1991-09-05,5976,"NWT",NA,0.700171515
"195","ALBION",1991-09-19,6043,"NWT",NA,0.802964445
"196","ALBION",1991-10-03,1200,"NWT",NA,0.966422055
"197","ALBION",1991-10-24,1258.71428571429,"NWT",NA,1.224808655
"198","ALBION",1991-10-31,1435.44761904762,"NWT",NA,1.177625015
"199","ALBION",1991-11-28,2142.38095238095,"NWT",NA,1.03017614
"200","ALBION",1992-05-28,12779,"NWT",NA,2.05698202
"201","ALBION",1992-06-04,12933,"NWT",NA,2.48893701
"202","ALBION",1992-06-11,18323,"NWT",NA,2.5220779
"203","ALBION",1992-06-18,8580,"NWT",NA,2.888031965
"204","ALBION",1992-06-25,179006,"NWT",NA,1.166952525
"205","ALBION",1992-07-02,72611,"NWT",NA,0.99085644
"206","ALBION",1992-07-09,97183,"NWT",NA,0.683881925
"207","ALBION",1992-07-23,58191,"NWT",NA,0.98186908
"208","ALBION",1992-08-04,31473,"NWT",NA,0.916991575
"209","ALBION",1992-08-13,16337,"NWT",NA,1.065844725
"210","ALBION",1992-08-27,31446,"NWT",NA,0.87402076
"211","ALBION",1992-09-10,10140,"NWT",NA,0.970915735
"212","ALBION",1992-09-24,11687,"NWT",NA,0.979903095
"213","ALBION",1992-10-08,22218,"NWT",NA,0.825994555
"214","ALBION",1992-10-22,10616.6206896552,"NWT",NA,0.765891585
"215","ALBION",1992-11-12,9789.65517241379,"NWT",NA,0.90210626
"216","ALBION",1992-11-26,9238.34482758621,"NWT",NA,0.85604604
"217","ALBION",1992-12-10,8687.03448275862,"NWT",NA,3.28094811
"218","ALBION",1992-12-29,7938.8275862069,"NWT",NA,3.578935265
"219","ALBION",1993-01-05,7663.1724137931,"NWT",NA,4.954001345
"220","ALBION",1993-01-29,6718.06896551724,"NWT",NA,2.468996305
"221","ALBION",1993-03-01,5497.31034482759,"NWT",NA,4.026056425
"222","ALBION",1993-03-26,4512.8275862069,"NWT",NA,1.412981505
"223","ALBION",1993-04-30,3134.55172413793,"NWT",NA,1.98901511
"224","ALBION",1993-05-12,2662,"NWT",NA,1.92891214
"225","ALBION",1993-05-20,20261,"NWT",NA,1.755062895
"226","ALBION",1993-05-27,56953,"NWT",NA,1.689904535
"227","ALBION",1993-06-03,43429,"NWT",NA,1.71995602
"228","ALBION",1993-06-10,23774,"NWT",NA,1.99800247
"229","ALBION",1993-06-17,86370,"NWT",NA,1.7300668
"230","ALBION",1993-06-24,71499,"NWT",NA,1.48010585
"231","ALBION",1993-07-01,15199,"NWT",NA,1.75309691
"232","ALBION",1993-07-08,8429,"NWT",NA,2.02103258
"233","ALBION",1993-07-15,159467,"NWT",NA,0.999001235
"234","ALBION",1993-07-22,69875,"NWT",NA,0.48700257
"235","ALBION",1993-07-29,61925,"NWT",NA,0.73808694
"236","ALBION",1993-08-05,62172,"NWT",NA,0.165985305
"237","ALBION",1993-08-12,56637,"NWT",NA,0.658604975
"238","ALBION",1993-08-19,25362,"NWT",NA,0.55103751
"239","ALBION",1993-08-26,19809,"NWT",NA,0.456951085
"240","ALBION",1993-09-02,9907,"NWT",NA,0.28759552
"241","ALBION",1993-09-09,4735,"NWT",NA,0.39488213
"242","ALBION",1993-09-23,4383,"NWT",NA,0.63585572
"243","ALBION",1993-09-30,5781,"NWT",NA,0.563114275
"244","ALBION",1993-10-07,8211,"NWT",NA,0.622093825
"245","ALBION",1993-10-14,4286,"NWT",NA,0.697924675
"246","ALBION",1993-10-28,3337,"NWT",NA,0.597940295
"247","ALBION",1993-11-11,3173,"NWT",NA,0.606927655
"248","ALBION",1993-11-25,2280,"NWT",NA,0.567046245
"249","ALBION",1993-12-16,2325,"NWT",NA,0.556935465
"250","ALBION",1993-12-30,1418,"NWT",NA,0.620970405
"251","ALBION",1994-01-11,2468,"NWT",NA,0.565922825
"252","ALBION",1994-01-28,2428,"NWT",NA,0.581088995
"253","ALBION",1994-03-04,1950,"NWT",NA,0.681073375
"254","ALBION",1994-03-25,53881,"NWT",NA,0.297987155
"255","ALBION",1994-04-08,2671,"NWT",NA,0.532781935
"256","ALBION",1994-05-02,3222,"NWT",NA,1.175939885
"257","ALBION",1994-05-11,10849,"NWT",NA,1.691027955
"258","ALBION",1994-05-17,14707,"NWT",NA,1.766858805
"259","ALBION",1994-05-19,16915,"NWT",NA,1.76601624
"260","ALBION",1994-05-26,14351,"NWT",NA,1.75197349
"261","ALBION",1994-06-02,21638,"NWT",NA,1.62390361
"262","ALBION",1994-06-09,16411,"NWT",NA,1.78679951
"263","ALBION",1994-06-16,16645,"NWT",NA,1.45202035
"264","ALBION",1994-06-23,57927,"NWT",NA,0.797909055
"265","ALBION",1994-06-30,25394,"NWT",NA,0.78190032
"266","ALBION",1994-07-07,19244,"NWT",NA,0.78302374
"267","ALBION",1994-07-14,16738,"NWT",NA,0.7639256
"268","ALBION",1994-07-21,16443,"NWT",NA,0.73303155
"269","ALBION",1994-07-28,15757,"NWT",NA,0.674894565
"270","ALBION",1994-08-04,20743,"NWT",NA,0.59204234
"271","ALBION",1994-08-11,14310,"NWT",NA,0.743984895
"272","ALBION",1994-08-18,12267,"NWT",NA,0.6010297
"273","ALBION",1994-08-25,10423,"NWT",NA,0.73303155
"274","ALBION",1994-09-01,12946,"NWT",NA,0.795662215
"275","ALBION",1994-09-08,6296,"NWT",NA,0.77572151
"276","ALBION",1994-09-15,6597,"NWT",NA,0.7639256
"277","ALBION",1994-09-22,12149,"NWT",NA,0.80212188
"278","ALBION",1994-09-29,3626,"NWT",NA,0.790045115
"279","ALBION",1994-10-13,3021,"NWT",NA,1.06893413
"280","ALBION",1994-10-13,3021,"NWT",NA,1.075955505
"281","ALBION",1994-10-27,1710,"NWT",NA,1.26890289
"282","ALBION",1994-10-27,1710,"NWT",NA,1.2469962
"283","ALBION",1994-11-24,2137,"NWT",NA,0.970915735
"284","ALBION",1994-12-08,2416,"NWT",NA,0.829926525
"285","ALBION",1994-12-22,1954,"NWT",NA,0.884974105
"286","ALBION",1994-12-22,1954,"NWT",NA,0.870931355
"287","ALBION",1994-12-29,2078,"NWT",NA,0.819254035
"288","ALBION",1994-12-29,2078,"NWT",NA,0.812513515
"289","ALBION",1995-01-05,4240,"NWT",NA,0.83582448
"290","ALBION",1995-02-03,3083,"NWT",NA,0.859135445
"291","ALBION",1995-02-03,3083,"NWT",NA,0.851271505
"292","ALBION",1995-03-29,2950,"NWT",NA,0.80830069
"293","ALBION",1995-04-28,2451,"NWT",NA,0.92457466
"294","ALBION",1995-05-05,2444,"NWT",NA,1.038320935
"295","ALBION",1995-05-12,2574,"NWT",NA,0.989452165
"296","ALBION",1995-05-19,3761,"NWT",NA,1.15824602
"297","ALBION",1995-05-23,6983,"NWT",NA,1.220876685
"298","ALBION",1995-05-31,4964,"NWT",NA,1.237166275
"299","ALBION",1995-06-08,15682,"NWT",NA,1.504540235
"300","ALBION",1995-06-15,60278,"NWT",NA,1.51437016
"301","ALBION",1995-06-22,86433,"NWT",NA,1.44808838
"302","ALBION",1995-06-29,89938,"NWT",NA,1.14139472
"303","ALBION",1995-07-06,70992,"NWT",NA,1.355687085
"304","ALBION",1995-07-13,144652,"NWT",NA,1.15262892
"305","ALBION",1995-07-20,100230,"NWT",NA,0.887220945
"306","ALBION",1995-07-27,45807,"NWT",NA,0.864752545
"307","ALBION",1995-08-03,36025,"NWT",NA,0.705226905
"308","ALBION",1995-08-10,39547,"NWT",NA,0.462568185
"309","ALBION",1995-08-17,25515,"NWT",NA,0.33028548
"310","ALBION",1995-08-24,30659,"NWT",NA,0.30500853
"311","ALBION",1995-08-31,20579,"NWT",NA,0.30557024
"312","ALBION",1995-09-07,19605,"NWT",NA,0.39038845
"313","ALBION",1995-09-14,13245,"NWT",NA,0.42465276
"314","ALBION",1995-09-21,17177,"NWT",NA,0.414822835
"315","ALBION",1995-09-28,13321,"NWT",NA,0.64147282
"316","ALBION",1995-10-05,9398,"NWT",NA,0.473802385
"317","ALBION",1995-10-30,8194,"NWT",NA,0.695677835
"318","ALBION",1995-12-04,6256.55555555556,"NWT",NA,0.700171515
"319","ALBION",1995-12-04,6256.55555555556,"NWT",NA,0.76224047
"320","ALBION",1996-01-08,4001,"NWT",NA,0.84649697
"321","ALBION",1996-02-12,8290,"NWT",NA,0.407520605
"322","ALBION",1996-02-12,8290,"NWT",NA,0.40386949
"323","ALBION",1996-03-06,770,"NWT",NA,1.676985205
"324","ALBION",1996-03-21,11754,"NWT",NA,0.24322043
"325","ALBION",1996-03-21,11754,"NWT",NA,0.24771411
"326","ALBION",1996-04-02,2868,"NWT",NA,0.766453295
"327","ALBION",1996-05-03,2990,"NWT",NA,0.63922598
"328","ALBION",1996-05-16,29391,"NWT",NA,1.220314975
"329","ALBION",1996-05-23,26420,"NWT",NA,1.15656089
"330","ALBION",1996-05-30,17950,"NWT",NA,1.02455904
"331","ALBION",1996-06-06,43791,"NWT",NA,1.209642485
"332","ALBION",1996-06-13,55522,"NWT",NA,1.303448055
"333","ALBION",1996-06-20,74275,"NWT",NA,0.984958485
"334","ALBION",1996-06-27,61896,"NWT",NA,0.818692325
"335","ALBION",1996-07-04,55665,"NWT",NA,0.73078471
"336","ALBION",1996-07-11,39602,"NWT",NA,0.39600555
"337","ALBION",1996-07-18,38142,"NWT",NA,0.424933615
"338","ALBION",1996-07-25,24403,"NWT",NA,0.50216874
"339","ALBION",1996-08-01,26426,"NWT",NA,0.37746912
"340","ALBION",1996-08-08,17800,"NWT",NA,0.407520605
"341","ALBION",1996-08-15,15376,"NWT",NA,0.41285685
"342","ALBION",1996-08-22,16679,"NWT",NA,0.428303875
"343","ALBION",1996-08-29,13689,"NWT",NA,0.494023945
"344","ALBION",1996-08-29,13689,"NWT",NA,0.491777105
"345","ALBION",1996-09-10,10632,"NWT",NA,0.490653685
"346","ALBION",1996-09-24,13209,"NWT",NA,0.687252185
"347","ALBION",1996-10-01,10041,"NWT",NA,0.755780805
"348","ALBION",1996-10-08,12623,"NWT",NA,0.66057096
"349","ALBION",1996-11-05,8981,"NWT",NA,0.91390217
"350","ALBION",1996-11-19,5437,"NWT",NA,1.186612375
"351","ALBION",1996-12-03,5674,"NWT",NA,1.115275205
"352","ALBION",1996-12-31,23028,"NWT",NA,0.62462152
"353","ALBION",1997-01-30,5955,"NWT",NA,0.957996405
"354","ALBION",1997-02-27,4930,"NWT",NA,1.248400475
"355","ALBION",1997-03-26,2952,"NWT",NA,1.35989991
"356","ALBION",1997-04-29,3199,"NWT",NA,1.515212725
"357","ALBION",1997-05-12,7113,"NWT",NA,1.83173631
"358","ALBION",1997-05-21,29361,"NWT",NA,1.88285192
"359","ALBION",1997-05-29,19584,"NWT",NA,1.852238725
"360","ALBION",1997-06-05,29210,"NWT",NA,1.920767345
"361","ALBION",1997-06-12,29429,"NWT",NA,1.93509095
"362","ALBION",1997-06-19,161736,"NWT",NA,1.334903815
"363","ALBION",1997-06-26,63956,"NWT",NA,1.30260549
"364","ALBION",1997-07-03,40563,"NWT",NA,1.18801665
"365","ALBION",1997-07-10,40706,"NWT",NA,1.001809785
"366","ALBION",1997-07-17,33936,"NWT",NA,0.91895756
"367","ALBION",1997-07-24,37969,"NWT",NA,0.733312405
"368","ALBION",1997-07-31,52026,"NWT",NA,0.71674196
"369","ALBION",1997-08-07,28246,"NWT",NA,0.716461105
"370","ALBION",1997-08-14,37708,"NWT",NA,0.82852225
"371","ALBION",1997-08-21,17651,"NWT",NA,0.8706505
"372","ALBION",1997-08-28,18877,"NWT",NA,0.96501778
"373","ALBION",1997-09-04,21186,"NWT",NA,0.843407565
"374","ALBION",1997-09-11,17594,"NWT",NA,0.883850685
"375","ALBION",1997-09-18,11186,"NWT",NA,1.031018705
"376","ALBION",1997-09-25,19355,"NWT",NA,0.925978935
"377","ALBION",1997-10-02,20260,"NWT",NA,0.87795273
"378","ALBION",1997-10-09,4616,"NWT",NA,0.88019957
"379","ALBION",1997-10-23,3758,"NWT",NA,1.155156615
"380","ALBION",1997-11-06,7498,"NWT",NA,1.07567465
"381","ALBION",1997-11-28,6877,"NWT",NA,1.07398952
"382","ALBION",1997-12-18,4730,"NWT",NA,1.26216237
"383","ALBION",1997-12-23,5380,"NWT",NA,1.119207175
"384","ALBION",1998-01-15,5676,"NWT",NA,1.062474465
"385","ALBION",1998-01-29,4342,"NWT",NA,1.106849555
"386","ALBION",1998-02-12,4801,"NWT",NA,1.042814615
"387","ALBION",1998-02-26,3361,"NWT",NA,1.246153635
"388","ALBION",1998-03-26,4175,"NWT",NA,1.20542966
"389","ALBION",1998-04-09,3961,"NWT",NA,1.056857365
"390","ALBION",1998-04-30,3973,"NWT",NA,1.127071115
"391","ALBION",1998-05-07,5534,"NWT",NA,1.435449905
"392","ALBION",1998-05-28,25125,"NWT",NA,1.414104925
"393","ALBION",1998-06-04,24735,"NWT",NA,1.456794885
"394","ALBION",1998-06-11,21643,"NWT",NA,1.45763745
"395","ALBION",1998-06-18,23175,"NWT",NA,1.220314975
"396","ALBION",1998-06-25,45063,"NWT",NA,1.21385531
"397","ALBION",1998-07-02,60442,"NWT",NA,1.04983599
"398","ALBION",1998-07-09,40162,"NWT",NA,1.057980785
"399","ALBION",1998-07-16,28813,"NWT",NA,0.974285995
"400","ALBION",1998-07-23,24377,"NWT",NA,0.95097503
"401","ALBION",1998-07-30,43647,"NWT",NA,0.909689345
"402","ALBION",1998-08-06,32501,"NWT",NA,0.98074566
"403","ALBION",1998-08-13,22794,"NWT",NA,0.974285995
"404","ALBION",1998-08-20,23119,"NWT",NA,0.90940849
"405","ALBION",1998-08-27,20023,"NWT",NA,0.78190032
"406","ALBION",1998-09-03,12696,"NWT",NA,0.710844005
"407","ALBION",1998-09-10,12102,"NWT",NA,0.67742226
"408","ALBION",1998-09-17,12003,"NWT",NA,0.695677835
"409","ALBION",1998-09-24,11876,"NWT",NA,0.72853787
"410","ALBION",1998-10-01,11912,"NWT",NA,0.7358401
"411","ALBION",1998-10-08,11706,"NWT",NA,0.82515199
"412","ALBION",1998-10-22,2399,"NWT",NA,1.57503484
"413","ALBION",1998-10-29,4736,"NWT",NA,1.645529445
"414","ALBION",1998-11-26,2250,"NWT",NA,1.441067005
"415","ALBION",1999-02-04,2155,"NWT",NA,1.166390815
"416","ALBION",1999-02-25,15945,"NWT",NA,0.77853006
"417","ALBION",1999-03-25,480,"NWT",NA,1.299516085
"418","ALBION",1999-04-29,8459.5652173913,"NWT",NA,1.413543215
"419","ALBION",1999-05-06,11322.4130434783,"NWT",NA,1.4885315
"420","ALBION",1999-05-11,13367.3043478261,"NWT",NA,1.61716309
"421","ALBION",1999-05-20,17048.1086956522,"NWT",NA,1.84914932
"422","ALBION",1999-05-27,16931,"NWT",NA,1.89127757
